READ_CODE|TERM_60|TERM_ID|DESC_TYPE|RELEASE
pXoy.|COTON INSTINCT lge/F056171 C3(20-36mmHg) long c/toe thigh|yz5pN|P|2012-10-01
pXo2.|COTON INSTINCT XL/F054189 C2(15-20mmHg) normal c/toe thigh|yz5oR|P|2012-10-01
pXp..|LOWER LIMB LYMPHOEDEMA GARMENTS(150)|yz5pP|P|2012-10-01
pXp1.|COTON INSTINCT XL/F056166 C3(20-36mmHg) normal c/toe thigh|yz5pQ|P|2012-10-01
pXpz.|FARROWWRAP CLASSIC x.lge 30mm-40mmHg regular legpiece garmnt|yz5t5|P|2012-10-01
pXp3.|COTON INSTINCT XL/F056172 C3(20-36mmHg) long c/toe thigh|yz5pS|P|2012-10-01
pXp4.|COTON INSTINCT XL/F056182 C3(20-36mmHg) long c/toe thigh|yz5pT|P|2012-10-01
pXp5.|COTON INSTINCT XXL/F056167 C3(20-36mmHg) normal c/toe thigh|yz5pU|P|2012-10-01
pXp6.|COTON INSTINCT XXL/F056178 C3(20-36mmHg) normal c/toe thigh|yz5pV|P|2012-10-01
pXp7.|COTON INSTINCT XXL/F056173 C3(20-36mmHg) long c/toe thigh|yz5pW|P|2012-10-01
pXp8.|COTON INSTINCT XXL/F056183 C3(20-36mmHg) long c/toe thigh|yz5pX|P|2012-10-01
pXp9.|ELVAREX SOFT L1-11-02 C1(18-21mmHg) mtm foot cap+toes|yz5r0|P|2012-10-01
pXpA.|JOBST ELVAREX SOFT L3-09-04 C3(34-46mmHg) mtm b/knee garment|yz5r1|P|2012-10-01
pXpB.|JOBST ELVAREX SOFT L3-09-06 C3(34-46mmHg) mtm thigh garment|yz5r2|P|2012-10-01
pXpC.|FARROWWRAP LITE x.sml 20mm-30mmHg regular footpiece garment|yz5sI|P|2012-10-01
pXpD.|FARROWWRAP LITE small 20mm-30mmHg regular footpiece garment|yz5sJ|P|2012-10-01
pXpE.|FARROWWRAP LITE medium 20mm-30mmHg regular footpiece garment|yz5sK|P|2012-10-01
pXpF.|FARROWWRAP LITE large 20mm-30mmHg regular footpiece garment|yz5sL|P|2012-10-01
pXpG.|FARROWWRAP LITE x.lge 20mm-30mmHg regular footpiece garment|yz5sM|P|2012-10-01
pXpH.|FARROWWRAP LITE x.small 20mm-30mmHg long footpiece garment|yz5sN|P|2012-10-01
pXpI.|FARROWWRAP LITE small 20mm-30mmHg long footpiece garment|yz5sO|P|2012-10-01
pXpJ.|FARROWWRAP LITE medium 20mm-30mmHg long footpiece garment|yz5sP|P|2012-10-01
pXpK.|FARROWWRAP LITE large 20mm-30mmHg long footpiece garment|yz5sQ|P|2012-10-01
pXpL.|FARROWWRAP LITE x.large 20mm-30mmHg long footpiece garment|yz5sR|P|2012-10-01
pXpM.|FARROWWRAP LITE x.small 20mm-30mmHg regular legpiece garment|yz5sS|P|2012-10-01
pXpN.|FARROWWRAP LITE small 20mm-30mmHg regular legpiece garment|yz5sT|P|2012-10-01
pXpO.|FARROWWRAP LITE medium 20mm-30mmHg regular legpiece garment|yz5sU|P|2012-10-01
pXpP.|FARROWWRAP LITE large 20mm-30mmHg regular legpiece garment|yz5sV|P|2012-10-01
pXpQ.|FARROWWRAP LITE x.large 20mm-30mmHg regular legpiece garment|yz5sW|P|2012-10-01
pXpR.|FARROWWRAP LITE x.small 20mm-30mmHg long legpiece garment|yz5sX|P|2012-10-01
pXpS.|FARROWWRAP LITE small 20mm-30mmHg long legpiece garment|yz5sY|P|2012-10-01
pXpT.|FARROWWRAP LITE medium 20mm-30mmHg long legpiece garment|yz5sZ|P|2012-10-01
pXpU.|FARROWWRAP LITE large 20mm-30mmHg long legpiece garment|yz5sa|P|2012-10-01
pXpV.|FARROWWRAP LITE x.large 20mm-30mmHg long legpiece garment|yz5sb|P|2012-10-01
pXpW.|FARROWWRAP LITE x.sml 20mm-30mmHg regular thighpiece garment|yz5sc|P|2012-10-01
pXpX.|FARROWWRAP LITE small 20mm-30mmHg regular thighpiece garment|yz5sd|P|2012-10-01
pXpY.|FARROWWRAP LITE med 20mm-30mmHg regular thighpiece garment|yz5se|P|2012-10-01
pXpZ.|FARROWWRAP LITE large 20mm-30mmHg regular thighpiece garment|yz5sf|P|2012-10-01
pXpa.|FARROWWRAP LITE x.lge 20mm-30mmHg regular thighpiece garment|yz5sg|P|2012-10-01
pXpb.|FARROWWRAP LITE x.small 20mm-30mmHg long thighpiece garment|yz5sh|P|2012-10-01
pXpc.|FARROWWRAP LITE small 20mm-30mmHg long thighpiece garment|yz5si|P|2012-10-01
pXpd.|FARROWWRAP LITE medium 20mm-30mmHg long thighpiece garment|yz5sj|P|2012-10-01
pXpe.|FARROWWRAP LITE large 20mm-30mmHg long thighpiece garment|yz5sk|P|2012-10-01
pXpf.|FARROWWRAP LITE x.large 20mm-30mmHg long thighpiece garment|yz5sl|P|2012-10-01
pXpg.|FARROWWRAP LITE x.small 20mm-30mmHg short thighpiece garment|yz5sm|P|2012-10-01
pXph.|FARROWWRAP LITE small 20mm-30mmHg short thighpiece garment|yz5sn|P|2012-10-01
pXpi.|FARROWWRAP LITE medium 20mm-30mmHg short thighpiece garment|yz5so|P|2012-10-01
pXpj.|FARROWWRAP LITE large 20mm-30mmHg short thighpiece garment|yz5sp|P|2012-10-01
pXpk.|FARROWWRAP LITE x.large 20mm-30mmHg short thighpiece garment|yz5sq|P|2012-10-01
pXpl.|FARROWWRAP CLASSIC XS 30mm-40mmHg regular footpiece garment|yz5sr|P|2012-10-01
pXpm.|FARROWWRAP CLASSIC sml 30mm-40mmHg regular footpiece garment|yz5ss|P|2012-10-01
pXpn.|FARROWWRAP CLASSIC med 30mm-40mmHg regular footpiece garment|yz5st|P|2012-10-01
pXpo.|FARROWWRAP CLASSIC lge 30mm-40mmHg regular footpiece garment|yz5su|P|2012-10-01
pXpp.|FARROWWRAP CLASSIC XL 30mm-40mmHg regular footpiece garment|yz5sv|P|2012-10-01
pXpq.|FARROWWRAP CLASSIC XS 30mm-40mmHg long footpiece garment|yz5sw|P|2012-10-01
pXpr.|FARROWWRAP CLASSIC small 30mm-40mmHg long footpiece garment|yz5sx|P|2012-10-01
pXps.|FARROWWRAP CLASSIC medium 30mm-40mmHg long footpiece garment|yz5sy|P|2012-10-01
pXpt.|FARROWWRAP CLASSIC large 30mm-40mmHg long footpiece garment|yz5sz|P|2012-10-01
pXpu.|FARROWWRAP CLASSIC x.lge 30mm-40mmHg long footpiece garment|yz5t0|P|2012-10-01
pXpv.|FARROWWRAP CLASSIC XS 30mm-40mmHg regular legpiece garment|yz5t1|P|2012-10-01
pXpw.|FARROWWRAP CLASSIC sml 30mm-40mmHg regular legpiece garment|yz5t2|P|2012-10-01
pXpx.|FARROWWRAP CLASSIC med 30mm-40mmHg regular legpiece garment|yz5t3|P|2012-10-01
pXpy.|FARROWWRAP CLASSIC lge 30mm-40mmHg regular legpiece garment|yz5t4|P|2012-10-01
pXp2.|COTON INSTINCT XL/F056177 C3(20-36mmHg) normal c/toe thigh|yz5pR|P|2012-10-01
p5z..|MULTILAYER COMPRESSION BANDAGE(2)|yz5sE|P|2012-10-01
p5z1.|JOBST COMPRIFORE LF 18-25cm 4 layer compression bandage kit|yz5sF|P|2012-10-01
p5z3.|JOBST COMPRIFORE LITE LF 18cm-25cm 3 layer comp bandage kit|yz5sH|P|2012-10-01
p5z2.|JOBST COMPRIFORE LITE 18cm-25cm 3 layer comp bandage kit|yz5sG|P|2012-10-01
q9tb.|PAYNE REPLACEMENT FOR MK1/MK3/MK6 0102 x.large rubber belt|yz5vE|P|2012-10-01
q9wd.|AFEX NOCTURA A130-N leg bag configuration supplemental kit|yz5vG|P|2012-10-01
q9wc.|AFEX NOCTURA A140-N bed bag configuration supplemental kit|yz5vF|P|2012-10-01
s334.|WIPEAWAY WA2 adhesive remover spray 50mL|yz5vH|P|2012-10-01
s3H..|C D MEDICAL ADHESIVE REMOVER|yz5j2|P|2012-10-01
s3H2.|PEEL EASY 300715 adhesive remover wipes|yz5rE|P|2012-10-01
s3H1.|PEEL EASY 300714 adhesive remover spray 50mL|yz5j3|P|2012-10-01
s6aB.|ADAPT 86-165cm/7299 stoma belt|yz5rG|P|2012-10-01
s6aA.|ADAPT 58-109cm/7300 stoma belt|yz5rF|P|2012-10-01
s7MN.|MODERMA FLEX MAXI 35mm/42335 beige closed colostomy bags|yz5rK|P|2012-10-01
s7MK.|MODERMA FLEX MAXI 15-55mm/42300 beige closed colostomy bags|yz5rH|P|2012-10-01
s7ML.|MODERMA FLEX MAXI 25mm/42325 beige closed colostomy bags|yz5rI|P|2012-10-01
s7MM.|MODERMA FLEX MAXI 30mm/42330 beige closed colostomy bags|yz5rJ|P|2012-10-01
scQw.|OPTION SOFT CONVEX 40mm/SCA45-4140KV drainable ileobags|yz5kR|P|2012-10-01
scQl.|OPTION SOFT CONVEX 20mm-24mm/SC25-4120KV drainable ileobags|yz5j4|P|2012-10-01
scQm.|OPTION SOFT CONVEX 20mm-34mm/SC35-4120KV drainable ileobags|yz5j5|P|2012-10-01
scQn.|OPTION SOFT CONVEX 25mm/SC35-4125KV drainable ileostomy bags|yz5j6|P|2012-10-01
scQo.|OPTION SOFT CONVEX 30mm/SC35-4130KV drainable ileostomy bags|yz5j7|P|2012-10-01
scQp.|OPTION SOFT CONVEX 20mm-44mm/SC45-4120KV drainable ileobags|yz5j8|P|2012-10-01
scQq.|OPTION SOFT CONVEX 25mm/SC45-4125KV drainable ileostomy bags|yz5j9|P|2012-10-01
scQr.|OPTION SOFT CONVEX 30mm/SC45-4130KV drainable ileostomy bags|yz5jA|P|2012-10-01
scQs.|OPTION SOFT CONVEX 35mm/SC45-4135KV drainable ileostomy bags|yz5jB|P|2012-10-01
scQt.|OPTION SOFT CONVEX 40mm/SC45-4140KV drainable ileostomy bags|yz5jC|P|2012-10-01
scQu.|OPTION SOFT CONVEX 30mm/SCA35-4130KV drainable ileobags|yz5kP|P|2012-10-01
scQv.|OPTION SOFT CONVEX 30mm/SCA45-4130KV drainable ileobags|yz5kQ|P|2012-10-01
sg6B.|PERI-PREP SENSITIVE PPS2 protective film foam applicator 1mL|yz5vI|P|2012-10-01
sgv5.|TRIPLE CARE 59446825 cleanser spray 236mL|yz5vJ|P|2012-10-01
sgv4.|NO-STING SKIN-PREP 66800787 barrier film foam applicator 3mL|yz5kT|P|2012-10-01
sgv3.|NO-STING SKIN-PREP 66800789 barrier film foam applicator 1mL|yz5kS|P|2012-10-01
sgw..|BSN MEDICAL LTD SKIN PREPARATIONS|yz5vK|P|2012-10-01
sgw1.|CUTIMED PROTECT barrier cream 28g|yz5vL|P|2012-10-01
sgw2.|CUTIMED PROTECT barrier cream 90g|yz5vM|P|2012-10-01
sgw5.|CUTIMED PROTECT barrier film spray 28mL|yz5vP|P|2012-10-01
sgw4.|CUTIMED PROTECT barrier film foam applicator 3mL|yz5vO|P|2012-10-01
sgw3.|CUTIMED PROTECT barrier film foam applicator 1mL|yz5vN|P|2012-10-01
shg5.|DANSAC 20mm/070-20 seals|yz5rL|P|2012-10-01
shg6.|DANSAC 30mm/070-30 seals|yz5rM|P|2012-10-01
shg7.|DANSAC 40mm/070-40 seals|yz5rN|P|2012-10-01
shg8.|DANSAC 50mm/070-50 seals|yz5rO|P|2012-10-01
sie3.|IRYFIX F00014E stoma caps|yz5pj|P|2012-10-01
skCR.|CONFORM 2 45mm/44400 beige closed midi 2-pce ostomy sys bags|yz5rP|P|2012-10-01
skCS.|CONFORM 2 55mm/45400 beige closed midi 2-pce ostomy sys bags|yz5rQ|P|2012-10-01
skCW.|CONFORM 2 70mm/47420 beige closed maxi 2-pce ostomy sys bags|yz5rU|P|2012-10-01
skCU.|CONFORM 2 45mm/44420 beige closed maxi 2-pce ostomy sys bags|yz5rS|P|2012-10-01
skCV.|CONFORM 2 55mm/45420 beige closed maxi 2-pce ostomy sys bags|yz5rT|P|2012-10-01
skCT.|CONFORM 2 70mm/47400 beige closed midi 2-pce ostomy sys bags|yz5rR|P|2012-10-01
XaZid|History of care from relative|Yaviv|P|2012-10-01
XaZJC|H/O long term condition|YavQu|P|2012-10-01
XaZLS|H/O intermittent claudication|YavT3|P|2012-10-01
XaZbC|H/O ovarian cyst|YaveK|P|2012-10-01
XaZKd|H/O acute coronary syndrome|YavSE|P|2012-10-01
XaZIY|H/O amaurosis fugax|YavQV|P|2012-10-01
XaZHi|H/O venous thromboembolism|YavPv|P|2012-10-01
XaZHk|H/O thrombophlebitis|YavPx|P|2012-10-01
XaZZY|H/O carcinoma of larynx|Yavbt|P|2012-10-01
XaZhq|History of acute hypercapnic respiratory failure|Yavil|P|2012-10-01
XaZhq|History of acute type II respiratory failure|Yavim|S|2012-10-01
XaZhn|History of acute hypoxaemic respiratory failure|Yavih|P|2012-10-01
XaZhn|History of acute type I respiratory failure|Yavii|S|2012-10-01
XaZZV|H/O vocal cord haematoma|Yavbp|P|2012-10-01
XaZRg|H/O med intervention high risk country blood-borne virus|YavWC|P|2012-10-01
XaZIx|History of arterial surgery|YavQo|P|2012-10-01
XaZej|H/O calcitonin allergy|YavhI|P|2012-10-01
XaZef|H/O ibandronic acid allergy|YavhE|P|2012-10-01
XaZeh|H/O zoledronic acid monohydrate allergy|YavhG|P|2012-10-01
XaZfk|H/O risedronate sodium allergy|Yavhz|P|2012-10-01
XaZfj|H/O alendronic acid allergy|Yavhy|P|2012-10-01
XaZfi|H/O disodium etidronate allergy|Yavhx|P|2012-10-01
XaZei|H/O denosumab allergy|YavhH|P|2012-10-01
XaZhL|History of being victim of domestic violence|YaviS|P|2012-10-01
XaZRw|Suspected arrhythmia|YavWD|P|2012-10-01
XaZkX|Personal Health Plan offered|YavjL|P|2012-10-01
XaZkX|PHP (Personal Health Plan) offered|YavjM|S|2012-10-01
XaZdI|Calcitonin contraindicated|YavgF|P|2012-10-01
XaZdH|Ibandronic acid contraindicated|YavgE|P|2012-10-01
XaZdJ|Zoledronic acid monohydrate contraindicated|YavgG|P|2012-10-01
XaZfn|Risedronate sodium contraindicated|Yavi2|P|2012-10-01
XaZfm|Alendronic acid contraindicated|Yavi1|P|2012-10-01
XaZfl|Disodium etidronate contraindicated|Yavi0|P|2012-10-01
XaZKg|Compression bandaging contraindicated|YavSH|P|2012-10-01
XaZbj|Dabigatran contraindicated|Yavf0|P|2012-10-01
XaZdG|Denosumab contraindicated|YavgD|P|2012-10-01
XaZKT|Cardiac resynchronisation therapy not indicated|YavS4|P|2012-10-01
XaZed|Calcitonin not indicated|YavhC|P|2012-10-01
XaZeZ|Ibandronic acid not indicated|Yavh8|P|2012-10-01
XaZea|Zoledronic acid monohydrate not indicated|Yavh9|P|2012-10-01
XaZfh|Risedronate sodium not indicated|Yavhw|P|2012-10-01
XaZfg|Alendronic acid not indicated|Yavhv|P|2012-10-01
XaZff|Disodium etidronate not indicated|Yavhu|P|2012-10-01
XaZbl|Dabigatran not indicated|Yavf2|P|2012-10-01
XaZec|Denosumab not indicated|YavhB|P|2012-10-01
XaZeY|Calcitonin not tolerated|Yavh7|P|2012-10-01
XaZeV|Ibandronic acid not tolerated|Yavh4|P|2012-10-01
XaZeW|Zoledronic acid monohydrate not tolerated|Yavh5|P|2012-10-01
XaZfe|Risedronate sodium not tolerated|Yavht|P|2012-10-01
XaZfd|Alendronic acid not tolerated|Yavhs|P|2012-10-01
XaZfc|Disodium etidronate not tolerated|Yavhr|P|2012-10-01
XaZbr|Dabigatran not tolerated|Yavf8|P|2012-10-01
XaZeX|Denosumab not tolerated|Yavh6|P|2012-10-01
XaZlr|Referral to Angina Plan self-management programme declined|Yavk1|P|2012-10-01
XaZNW|Referral to community diabetes specialist nurse declined|YavUV|P|2012-10-01
XaZUd|Referral to IAPT (imp acc to psych thera) programme declined|YavYN|P|2012-10-01
XaZeU|Calcitonin declined|Yavh3|P|2012-10-01
XaZeQ|Ibandronic acid declined|Yavgz|P|2012-10-01
XaZeS|Zoledronic acid monohydrate declined|Yavh1|P|2012-10-01
XaZfb|Risedronate sodium declined|Yavhq|P|2012-10-01
XaZfa|Alendronic acid declined|Yavhp|P|2012-10-01
XaZfZ|Disodium etidronate declined|Yavho|P|2012-10-01
XaZVO|Post exposure DTaP/IPV declined|YavZ2|P|2012-10-01
XaZZl|Dabigatran declined|Yavc2|P|2012-10-01
XaZeT|Denosumab declined|Yavh2|P|2012-10-01
XaZdA|QRISK2 cardiovascular disease risk assessment declined|Yavg5|P|2012-10-01
XaZd6|Biopsychosocial assessment declined|Yavg1|P|2012-10-01
XaZOq|Blood test declined|YavV2|P|2012-10-01
XaZKp|Carer annual health check declined|YavSR|P|2012-10-01
XaZX0|Butterfly Scheme for dementia declined|Yavaa|P|2012-10-01
XaZjl|Personal Health Plan declined|YavjJ|P|2012-10-01
XaZjl|PHP (Personal Health Plan) declined|YavjK|S|2012-10-01
XaZLB|CAF for children and young people action plan completed|YavSm|P|2012-10-01
XaZPq|NHS Health Check completed by third party|YavVJ|P|2012-10-01
XaZjf|Personal Health Plan-based care started|YavjG|P|2012-10-01
XaZjf|PHP (Personal Health Plan)-based care started|YavjH|S|2012-10-01
XaZLV|Personal care plan-based care started|YavT7|P|2012-10-01
XaZjc|Personal Health Plan-based care stopped|YavjD|P|2012-10-01
XaZjc|PHP (Personal Health Plan)-based care stopped|YavjE|S|2012-10-01
XaZKV|Cardiac resynchronisation therapy indicated|YavS6|P|2012-10-01
XaZmP|High risk human papillomavirus genotyping test not indicated|YavkD|P|2012-10-01
XaZIz|Assessment not indicated|YavQr|P|2012-10-01
XaZVe|Thyroid disease monitoring not indicated|YavZF|P|2012-10-01
XaZbx|No H/O skin ulcer|YavfD|P|2012-10-01
XaZbf|No H/O hypoglycaemia|Yavew|P|2012-10-01
